column,dtype,rows,input_bytes,compressed_bytes,ratio,compress_ms_min,compress_ms_median,compress_ms_mean,compress_gbps_median,decompress_ms_min,decompress_ms_median,decompress_ms_mean,decompress_gbps_median,verify_ok
TOTAL,(all),99999964,11690055031,6866386968,1.7025,53.8943,54.5604,54.4608,214.259,25.2112,25.2339,25.5081,463.268,1
